27, 125, pa2-unknown-g-output1.txt
  204.25,   209.36,   194.91
  396.53,   412.73,   208.66
  107.88,    93.77,    99.63
  110.57,    91.41,   224.58
  113.26,    89.04,   349.53
  104.12,   218.69,   102.08
  106.81,   216.33,   227.03
  109.50,   213.96,   351.97
  100.36,   343.61,   104.52
  103.05,   341.24,   229.47
  105.74,   338.88,   354.42
  232.80,    97.58,    97.02
  235.48,    95.22,   221.97
  238.17,    92.85,   346.92
  229.04,   222.50,    99.46
  231.72,   220.13,   224.41
  234.41,   217.77,   349.36
  225.28,   347.42,   101.91
  227.97,   345.05,   226.86
  230.65,   342.69,   351.80
  357.71,   101.39,    94.40
  360.40,    99.03,   219.35
  363.08,    96.66,   344.30
  353.95,   226.31,    96.85
  356.64,   223.94,   221.80
  359.33,   221.58,   346.75
  350.19,   351.23,    99.29
  352.88,   348.86,   224.24
  355.57,   346.50,   349.19
  106.29,   104.60,   226.82
  103.79,   102.95,   351.79
  101.30,   101.29,   476.75
  109.54,   229.55,   228.54
  107.05,   227.89,   353.51
  104.55,   226.24,   478.47
  112.80,   354.50,   230.27
  110.30,   352.84,   355.23
  107.81,   351.18,   480.19
  231.22,   101.32,   229.27
  228.73,    99.66,   354.24
  226.23,    98.00,   479.20
  234.48,   226.26,   231.00
  231.98,   224.61,   355.96
  229.49,   222.95,   480.92
  237.73,   351.21,   232.72
  235.24,   349.55,   357.68
  232.74,   347.90,   482.64
  356.15,    98.03,   231.73
  353.66,    96.37,   356.69
  351.17,    94.72,   481.65
  359.41,   222.97,   233.45
  356.91,   221.32,   358.41
  354.42,   219.66,   483.37
  362.66,   347.92,   235.17
  360.17,   346.26,   360.13
  357.67,   344.61,   485.09
  102.68,   106.27,   350.18
  103.78,   107.39,   475.17
  104.89,   108.51,   600.16
  103.64,   231.26,   349.05
  104.75,   232.38,   474.04
  105.86,   233.50,   599.03
  104.61,   356.25,   347.92
  105.71,   357.37,   472.91
  106.82,   358.49,   597.90
  227.67,   105.30,   349.08
  228.78,   106.42,   474.07
  229.88,   107.54,   599.06
  228.63,   230.29,   347.95
  229.74,   231.41,   472.94
  230.85,   232.53,   597.93
  229.60,   355.28,   346.82
  230.71,   356.40,   471.81
  231.81,   357.52,   596.80
  352.66,   104.32,   347.98
  353.77,   105.44,   472.97
  354.87,   106.56,   597.96
  353.62,   229.31,   346.85
  354.73,   230.43,   471.84
  355.84,   231.55,   596.83
  354.59,   354.30,   345.72
  355.70,   355.42,   470.71
  356.80,   356.54,   595.70
   97.97,    93.81,   473.53
   94.71,    92.20,   598.48
   91.45,    90.59,   723.43
  101.43,   218.75,   475.23
   98.17,   217.14,   600.18
   94.92,   215.53,   725.13
  104.90,   343.69,   476.93
  101.64,   342.08,   601.88
   98.38,   340.48,   726.83
  222.88,    90.30,   476.74
  219.62,    88.70,   601.69
  216.36,    87.09,   726.64
  226.34,   215.24,   478.44
  223.08,   213.64,   603.39
  219.82,   212.03,   728.34
