27, 125, pa2-unknown-j-output1.txt
  195.33,   192.56,   199.54
  395.60,   391.20,   205.10
   92.67,    96.90,    97.90
   90.19,    96.86,   222.87
   87.70,    96.81,   347.85
   92.91,   221.90,    97.95
   90.42,   221.86,   222.92
   87.93,   221.81,   347.90
   93.14,   346.90,    98.00
   90.65,   346.85,   222.97
   88.16,   346.81,   347.95
  217.65,    96.67,   100.39
  215.16,    96.62,   225.36
  212.67,    96.58,   350.34
  217.88,   221.67,   100.44
  215.39,   221.62,   225.41
  212.91,   221.58,   350.39
  218.11,   346.67,   100.49
  215.62,   346.62,   225.46
  213.14,   346.58,   350.44
  342.62,    96.44,   102.87
  340.14,    96.39,   227.85
  337.65,    96.34,   352.82
  342.86,   221.44,   102.92
  340.37,   221.39,   227.90
  337.88,   221.34,   352.87
  343.09,   346.44,   102.98
  340.60,   346.39,   227.95
  338.11,   346.34,   352.93
   98.33,    99.75,   224.38
   95.88,   103.13,   349.31
   93.43,   106.50,   474.24
  100.16,   224.69,   221.04
   97.71,   228.07,   345.97
   95.26,   231.45,   470.90
  101.99,   349.63,   217.70
   99.54,   353.01,   342.63
   97.08,   356.39,   467.56
  223.30,    97.99,   226.88
  220.84,   101.36,   351.81
  218.39,   104.74,   476.75
  225.12,   222.93,   223.54
  222.67,   226.31,   348.47
  220.22,   229.68,   473.40
  226.95,   347.87,   220.20
  224.50,   351.25,   345.13
  222.05,   354.63,   470.06
  348.26,    96.22,   229.39
  345.81,    99.60,   354.32
  343.35,   102.98,   479.25
  350.09,   221.17,   226.04
  347.63,   224.54,   350.97
  345.18,   227.92,   475.90
  351.92,   346.11,   222.70
  349.46,   349.49,   347.63
  347.01,   352.86,   472.56
  101.43,    94.95,   347.94
   98.86,    99.13,   472.84
   96.30,   103.31,   597.75
  100.26,   219.88,   343.73
   97.70,   224.06,   468.64
   95.13,   228.24,   593.54
   99.10,   344.80,   339.53
   96.53,   348.98,   464.43
   93.96,   353.16,   589.34
  226.40,    96.21,   350.46
  223.83,   100.38,   475.37
  221.26,   104.56,   600.27
  225.23,   221.13,   346.26
  222.66,   225.31,   471.16
  220.10,   229.49,   596.07
  224.06,   346.05,   342.06
  221.50,   350.23,   466.96
  218.93,   354.41,   591.86
  351.37,    97.46,   352.99
  348.80,   101.64,   477.89
  346.23,   105.82,   602.80
  350.20,   222.38,   348.79
  347.63,   226.56,   473.69
  345.07,   230.74,   598.59
  349.03,   347.31,   344.58
  346.47,   351.48,   469.49
  343.90,   355.66,   594.39
  103.22,   100.21,   474.62
  102.39,   103.64,   599.57
  101.57,   107.07,   724.52
  102.86,   225.16,   471.19
  102.03,   228.59,   596.14
  101.21,   232.02,   721.09
  102.50,   350.11,   467.75
  101.67,   353.54,   592.70
  100.85,   356.98,   717.65
  228.22,   100.59,   475.44
  227.39,   104.02,   600.39
  226.56,   107.45,   725.34
