27, 125, pa2-debug-f-output1.txt
  194.17,   211.14,   196.02
  400.11,   397.96,   203.59
   86.64,    99.74,    97.47
   87.65,   103.26,   222.41
   88.65,   106.77,   347.36
   86.36,   224.69,    93.95
   87.36,   228.21,   218.90
   88.36,   231.72,   343.85
   86.08,   349.64,    90.44
   87.08,   353.16,   215.39
   88.08,   356.67,   340.33
  211.64,   100.00,    96.46
  212.64,   103.51,   221.41
  213.64,   107.03,   346.35
  211.36,   224.95,    92.94
  212.36,   228.46,   217.89
  213.36,   231.98,   342.84
  211.07,   349.90,    89.43
  212.07,   353.41,   214.38
  213.08,   356.93,   339.32
  336.64,   100.25,    95.45
  337.64,   103.77,   220.40
  338.64,   107.28,   345.34
  336.35,   225.20,    91.94
  337.35,   228.72,   216.88
  338.35,   232.23,   341.83
  336.07,   350.15,    88.42
  337.07,   353.67,   213.37
  338.07,   357.18,   338.32
   93.62,   105.51,   225.25
   91.89,   107.87,   350.22
   90.16,   110.24,   475.18
   96.86,   230.44,   222.93
   95.13,   232.81,   347.89
   93.41,   235.18,   472.86
  100.10,   355.38,   220.61
   98.37,   357.75,   345.57
   96.65,   360.11,   470.54
  218.56,   102.30,   227.04
  216.84,   104.67,   352.00
  215.11,   107.03,   476.97
  221.81,   227.23,   224.72
  220.08,   229.60,   349.68
  218.35,   231.97,   474.65
  225.05,   352.17,   222.39
  223.32,   354.54,   347.36
  221.59,   356.91,   472.32
  343.51,    99.09,   228.82
  341.78,   101.46,   353.79
  340.06,   103.82,   478.76
  346.75,   224.02,   226.50
  345.02,   226.39,   351.47
  343.30,   228.76,   476.43
  349.99,   348.96,   224.18
  348.27,   351.33,   349.15
  346.54,   353.70,   474.11
  105.05,   109.09,   349.97
  103.66,   111.88,   474.94
  102.27,   114.67,   599.90
  106.20,   234.06,   347.20
  104.81,   236.85,   472.16
  103.42,   239.64,   597.12
  107.35,   359.02,   344.42
  105.96,   361.81,   469.38
  104.56,   364.60,   594.35
  230.04,   107.98,   351.39
  228.65,   110.77,   476.35
  227.25,   113.56,   601.32
  231.19,   232.94,   348.62
  229.80,   235.73,   473.58
  228.40,   238.52,   598.54
  232.34,   357.91,   345.84
  230.94,   360.70,   470.80
  229.55,   363.48,   595.76
  355.03,   106.86,   352.81
  353.64,   109.65,   477.77
  352.24,   112.44,   602.73
  356.18,   231.83,   350.04
  354.78,   234.62,   475.00
  353.39,   237.40,   599.96
  357.32,   356.79,   347.26
  355.93,   359.58,   472.22
  354.54,   362.37,   597.18
  109.84,    89.92,   473.78
  112.13,    90.18,   598.76
  114.42,    90.45,   723.74
  108.21,   214.91,   473.55
  110.50,   215.17,   598.53
  112.79,   215.44,   723.50
  106.59,   339.89,   473.31
  108.88,   340.16,   598.29
  111.17,   340.43,   723.27
  234.81,    91.54,   471.49
  237.10,    91.80,   596.47
  239.39,    92.07,   721.44
  233.18,   216.53,   471.25
  235.47,   216.79,   596.23
  237.76,   217.06,   721.21
  231.55,   341.52,   471.02
  233.84,   341.78,   595.99
  236.14,   342.05,   720.97
  359.77,    93.16,   469.19
  362.06,    93.42,   594.17
  364.36,    93.69,   719.15
