27, 8, output/d_all_outputs.txt
201.12,       191.98,       208.74
408.71,       401.41,       208.70
198.64, 215.27, 210.72
200.16, 211.37, 335.65
201.68, 207.48, 460.58
196.18, 340.18, 214.65
197.70, 336.29, 339.58
199.21, 332.39, 464.51
193.72, 465.10, 218.57
195.23, 461.20, 343.50
196.75, 457.31, 468.43
323.61, 217.78, 209.28
325.13, 213.88, 334.21
326.64, 209.99, 459.14
321.15, 342.69, 213.21
322.66, 338.80, 338.14
324.18, 334.90, 463.07
318.68, 467.61, 217.13
320.20, 463.71, 342.06
321.72, 459.82, 466.99
448.58, 220.29, 207.84
450.09, 216.39, 332.77
451.61, 212.50, 457.70
446.11, 345.20, 211.77
447.63, 341.31, 336.70
449.15, 337.41, 461.63
443.65, 470.12, 215.69
445.17, 466.22, 340.62
446.68, 462.33, 465.55
212.24, 207.29, 451.65
212.28, 203.98, 576.60
212.31, 200.67, 701.56
212.63, 332.25, 454.95
212.66, 328.94, 579.91
212.70, 325.63, 704.87
213.02, 457.20, 458.26
213.05, 453.89, 583.22
213.08, 450.58, 708.17
337.24, 206.90, 451.60
337.28, 203.60, 576.56
337.31, 200.29, 701.52
337.63, 331.86, 454.91
337.66, 328.55, 579.87
337.69, 325.24, 704.82
338.02, 456.82, 458.22
338.05, 453.51, 583.18
338.08, 450.20, 708.13
462.24, 206.52, 451.56
462.28, 203.21, 576.52
462.31, 199.90, 701.47
462.63, 331.47, 454.87
462.66, 328.17, 579.83
462.69, 324.86, 704.78
463.02, 456.43, 458.18
463.05, 453.12, 583.13
463.08, 449.81, 708.09
219.56, 457.39, 213.19
220.68, 457.87, 338.19
221.81, 458.35, 463.18
221.46, 582.37, 212.69
222.58, 582.86, 337.69
223.71, 583.34, 462.68
223.36, 707.36, 212.19
224.48, 707.84, 337.19
225.60, 708.32, 462.18
344.54, 455.49, 212.08
345.67, 455.97, 337.07
346.79, 456.45, 462.06
346.44, 580.47, 211.58
347.56, 580.95, 336.57
348.69, 581.44, 461.57
348.34, 705.46, 211.08
349.46, 705.94, 336.07
350.59, 706.42, 461.07
469.52, 453.58, 210.96
