27, 8, output/g_registration.txt
208.44, 208.78, 209.16
212.45, 208.55, 334.09
216.46, 208.32, 459.03
206.91, 333.77, 209.43
210.92, 333.54, 334.37
214.93, 333.31, 459.31
205.39, 458.76, 209.71
209.40, 458.53, 334.65
213.41, 458.30, 459.58
333.36, 210.31, 205.15
337.37, 210.08, 330.09
341.38, 209.85, 455.02
331.84, 335.30, 205.43
335.85, 335.07, 330.36
339.86, 334.84, 455.30
330.32, 460.29, 205.71
334.33, 460.06, 330.64
338.33, 459.83, 455.58
458.29, 211.84, 201.15
462.30, 211.61, 326.08
466.31, 211.38, 451.02
456.77, 336.83, 201.42
460.78, 336.60, 326.36
464.78, 336.37, 451.29
455.24, 461.82, 201.70
459.25, 461.59, 326.64
463.26, 461.36, 451.57
205.93, 220.10, 451.90
205.24, 218.07, 576.89
204.54, 216.04, 701.87
204.66, 345.07, 453.93
203.97, 343.04, 578.91
203.28, 341.02, 703.89
203.40, 470.05, 455.95
202.71, 468.02, 580.93
202.01, 465.99, 705.91
330.92, 221.35, 452.62
330.23, 219.32, 577.60
329.54, 217.29, 702.58
329.66, 346.33, 454.64
328.96, 344.30, 579.62
328.27, 342.27, 704.60
328.39, 471.31, 456.66
327.70, 469.28, 581.64
327.00, 467.25, 706.62
455.91, 222.61, 453.33
455.22, 220.58, 578.31
454.53, 218.55, 703.30
454.65, 347.58, 455.35
453.95, 345.55, 580.34
453.26, 343.53, 705.32
453.38, 472.56, 457.38
452.69, 470.53, 582.36
452.00, 468.50, 707.34
201.47, 461.27, 213.89
203.04, 463.03, 338.86
204.60, 464.78, 463.84
200.20, 586.25, 212.15
201.77, 588.01, 337.12
203.34, 589.76, 462.10
198.93, 711.23, 210.41
200.50, 712.99, 335.38
202.07, 714.74, 460.36
326.45, 462.52, 212.30
328.02, 464.27, 337.28
329.59, 466.03, 462.26
325.19, 587.50, 210.56
326.75, 589.25, 335.54
328.32, 591.01, 460.52
323.92, 712.48, 208.82
325.48, 714.23, 333.80
327.05, 715.99, 458.78
451.44, 463.76, 210.72
453.00, 465.52, 335.70
454.57, 467.27, 460.67
450.17, 588.74, 208.98
451.74, 590.50, 333.96
453.30, 592.26, 458.93
448.90, 713.72, 207.24
450.47, 715.48, 332.21
452.03, 717.24, 457.19
201.11, 449.87, 446.57
204.34, 452.73, 571.50
207.57, 455.60, 696.42
197.07, 574.77, 443.81
200.30, 577.64, 568.73
203.53, 580.51, 693.66
193.02, 699.68, 441.05
196.25, 702.54, 565.97
199.48, 705.41, 690.90
326.00, 453.84, 443.25
329.23, 456.70, 568.17
332.46, 459.57, 693.10
321.96, 578.74, 440.49
325.19, 581.61, 565.41
328.42, 584.48, 690.34
317.92, 703.65, 437.73
321.15, 706.51, 562.65
324.38, 709.38, 687.58
450.90, 457.81, 439.93
454.13, 460.67, 564.85
457.36, 463.54, 689.78
446.85, 582.71, 437.17
450.08, 585.58, 562.09
453.31, 588.44, 687.02
442.81, 707.62, 434.41
446.04, 710.48, 559.33
449.27, 713.35, 684.26
451.79, 216.49, 212.75
450.75, 219.04, 337.72
449.72, 221.60, 462.69
452.34, 341.46, 210.21
451.30, 344.02, 335.17
450.27, 346.57, 460.14
452.88, 466.44, 207.66
451.85, 468.99, 332.63
450.82, 471.54, 457.60
576.78, 215.96, 213.80
575.75, 218.52, 338.77
574.71, 221.07, 463.74
577.33, 340.94, 211.25
576.30, 343.49, 336.22
575.26, 346.04, 461.19
577.88, 465.91, 208.70
576.84, 468.46, 333.67
575.81, 471.02, 458.64
701.78, 215.44, 214.84
700.74, 217.99, 339.81
699.71, 220.54, 464.78
702.32, 340.41, 212.30
701.29, 342.96, 337.27
700.26, 345.52, 462.24
702.87, 465.38, 209.75
701.84, 467.94, 334.72
700.80, 470.49, 459.69
452.46, 201.63, 450.25
449.12, 204.18, 575.18
445.77, 206.72, 700.11
450.76, 326.59, 447.66
447.42, 329.14, 572.59
444.07, 331.69, 697.52
449.07, 451.55, 445.06
445.72, 454.10, 569.99
442.37, 456.65, 694.92
577.41, 203.39, 453.57
574.06, 205.94, 578.49
570.71, 208.49, 703.42
575.71, 328.36, 450.97
572.36, 330.90, 575.90
569.01, 333.45, 700.83
574.01, 453.32, 448.38
570.66, 455.87, 573.31
567.31, 458.41, 698.23
702.35, 205.16, 456.88
699.00, 207.71, 581.81
695.66, 210.26, 706.74
700.65, 330.12, 454.28
697.30, 332.67, 579.21
693.96, 335.22, 704.14
698.95, 455.08, 451.69
695.61, 457.63, 576.62
692.26, 460.18, 701.55
462.14, 438.66, 212.41
459.01, 442.12, 337.32
455.89, 445.59, 462.23
459.27, 563.58, 208.87
456.14, 567.04, 333.78
453.02, 570.50, 458.70
456.40, 688.50, 205.34
453.27, 691.96, 330.25
450.15, 695.42, 455.16
587.06, 441.62, 215.45
583.94, 445.08, 340.36
580.81, 448.54, 465.28
584.20, 566.53, 211.92
581.07, 570.00, 336.83
577.94, 573.46, 461.74
581.33, 691.45, 208.38
578.20, 694.91, 333.29
575.08, 698.38, 458.21
711.99, 444.57, 218.50
708.87, 448.04, 343.41
705.74, 451.50, 468.32
709.12, 569.49, 214.96
706.00, 572.95, 339.87
702.87, 576.42, 464.79
706.25, 694.41, 211.42
703.13, 697.87, 336.34
700.00, 701.33, 461.25
460.48, 443.07, 450.40
461.49, 440.18, 575.36
462.51, 437.30, 700.32
458.46, 568.02, 453.30
459.48, 565.13, 578.26
460.49, 562.25, 703.23
456.45, 692.97, 456.21
457.46, 690.08, 581.17
458.48, 687.20, 706.13
585.46, 445.11, 449.43
586.47, 442.22, 574.39
587.49, 439.33, 699.36
583.44, 570.06, 452.34
584.46, 567.17, 577.30
585.47, 564.28, 702.26
581.43, 695.01, 455.24
582.44, 692.12, 580.20
583.46, 689.23, 705.16
710.44, 447.14, 448.46
711.45, 444.26, 573.43
712.46, 441.37, 698.39
708.42, 572.09, 451.37
709.44, 569.21, 576.33
710.45, 566.32, 701.29
706.41, 697.04, 454.27
707.42, 694.16, 579.23
708.44, 691.27, 704.20
