27, 8, output/k_registration.txt
239.94, 206.43, 214.23
238.91, 206.64, 339.22
237.87, 206.86, 464.22
238.16, 331.42, 214.00
237.13, 331.63, 338.99
236.10, 331.85, 463.99
236.39, 456.40, 213.77
235.35, 456.62, 338.76
234.32, 456.83, 463.76
364.92, 208.21, 215.26
363.89, 208.42, 340.25
362.86, 208.64, 465.25
363.15, 333.19, 215.03
362.11, 333.41, 340.02
361.08, 333.62, 465.02
361.37, 458.18, 214.80
360.34, 458.40, 339.79
359.30, 458.61, 464.79
489.91, 209.99, 216.29
488.87, 210.20, 341.28
487.84, 210.42, 466.28
488.13, 334.97, 216.06
487.10, 335.19, 341.05
486.06, 335.40, 466.05
486.35, 459.96, 215.83
485.32, 460.18, 340.82
484.29, 460.39, 465.82
208.88, 219.14, 451.56
210.94, 220.31, 576.53
213.00, 221.49, 701.51
206.79, 344.12, 450.42
208.85, 345.29, 575.39
210.91, 346.47, 700.37
204.71, 469.10, 449.28
206.77, 470.27, 574.25
208.83, 471.44, 699.23
333.84, 221.21, 449.48
335.90, 222.38, 574.45
337.96, 223.55, 699.43
331.76, 346.18, 448.34
333.82, 347.36, 573.31
335.88, 348.53, 698.29
329.68, 471.16, 447.20
331.73, 472.33, 572.18
333.79, 473.51, 697.15
458.81, 223.27, 447.40
460.87, 224.44, 572.38
462.93, 225.62, 697.35
456.72, 348.25, 446.26
458.78, 349.42, 571.24
460.84, 350.60, 696.21
454.64, 473.22, 445.12
456.70, 474.40, 570.10
458.76, 475.57, 695.07
199.47, 474.35, 215.35
202.44, 475.87, 340.30
205.40, 477.39, 465.26
200.15, 599.34, 213.81
203.12, 600.86, 338.77
206.09, 602.38, 463.72
200.84, 724.33, 212.28
203.80, 725.85, 337.23
206.77, 727.37, 462.19
324.43, 473.63, 212.39
327.40, 475.15, 337.35
330.37, 476.67, 462.30
325.12, 598.62, 210.86
328.08, 600.14, 335.81
331.05, 601.66, 460.77
325.80, 723.61, 209.32
328.77, 725.13, 334.28
331.73, 726.65, 459.23
449.39, 472.91, 209.43
452.36, 474.43, 334.39
455.33, 475.95, 459.34
450.08, 597.90, 207.90
453.04, 599.42, 332.85
456.01, 600.94, 457.81
450.76, 722.89, 206.36
453.73, 724.41, 331.32
456.70, 725.93, 456.27
195.44, 461.06, 449.54
